rapid_accelerations,hard_brakes,sharp_turns,night_hours_driving,driver_safety_rating
8,14,8,6.7,10.0
3,14,3,3.4,18.7
5,11,2,6.7,20.0
1,7,2,7.1,45.2
7,1,3,0.1,62.9
7,13,6,3.5,10.0
11,11,8,7.6,10.0
10,4,9,0.4,24.2
5,10,0,3.5,33.7
8,10,6,6.5,10.0
9,5,8,3.9,14.1
9,5,0,5.8,37.2
9,8,4,6.9,10.0
8,5,6,1.6,27.9
2,12,1,1.7,33.0
8,0,1,6.0,55.5
0,8,2,2.9,53.6
8,2,9,2.4,27.8
9,7,6,4.9,10.0
3,3,7,7.7,31.1
9,14,0,1.5,10.0
2,5,3,5.7,50.6
5,13,6,5.4,10.0
4,8,0,6.1,39.0
10,9,1,4.3,15.2
2,12,0,6.2,29.0
11,2,8,0.0,28.3
7,2,0,4.6,56.3
7,3,5,1.1,45.2
9,12,6,4.9,10.0
8,4,7,6.0,18.8
10,4,6,3.5,24.9
9,2,3,5.4,39.4
10,14,1,7.7,10.0
5,9,4,7.6,14.0
7,10,0,2.4,29.8
10,10,0,1.6,21.6
2,2,9,5.2,45.5
9,9,3,3.9,15.6
6,7,5,0.8,34.6
8,2,9,0.8,32.8
7,2,6,2.4,43.7
1,12,3,8.0,20.1
4,4,2,2.7,57.6
1,5,0,0.7,71.1
8,3,8,2.8,27.2
7,0,8,1.7,45.5
0,1,1,2.8,84.8
3,11,7,4.1,13.2
5,7,8,7.5,10.1
0,10,5,0.2,40.9
5,2,1,6.0,56.1
10,13,2,0.1,10.0
10,8,8,0.8,10.0
5,4,4,3.3,45.9
4,9,3,6.8,21.9
0,11,5,4.5,30.3
5,12,1,5.2,21.4
3,3,7,0.4,58.1
11,5,6,6.7,10.0
0,8,0,2.6,55.7
10,5,8,1.4,17.5
9,11,6,0.3,10.0
10,11,1,6.9,10.0
0,4,1,3.3,74.1
1,2,2,6.1,63.3
8,13,9,4.3,10.0
5,2,3,4.6,56.6
1,11,9,7.7,10.0
7,11,7,5.3,10.0
3,6,1,4.7,50.7
0,5,4,4.4,54.1
3,14,6,4.3,10.0
9,0,0,7.7,50.0
0,13,6,2.8,17.8
7,1,4,0.3,58.0
11,3,2,0.8,42.7
0,6,9,6.4,35.2
5,11,1,7.4,19.3
9,2,9,0.6,38.0
1,14,7,0.8,15.1
10,9,3,0.8,18.3
3,0,1,1.4,81.4
5,11,9,1.0,10.0
9,10,3,3.0,16.9
9,12,2,3.2,10.0
0,7,9,4.2,34.8
7,13,9,6.3,10.0
11,12,0,4.7,10.0
2,9,8,0.7,31.6
5,0,3,6.5,57.4
6,5,2,6.0,39.6
3,13,3,6.1,15.0
3,2,6,4.6,53.6
1,14,9,3.4,10.0
1,4,0,1.4,76.9
0,4,6,7.6,47.6
6,11,2,7.0,10.9
0,8,4,2.0,51.9
4,4,9,2.6,35.2
4,0,0,0.5,80.8
11,4,0,6.0,28.1
11,7,1,5.3,19.4
8,4,8,6.3,17.4
8,12,9,0.8,10.0
0,1,8,0.9,73.1
5,8,3,6.8,25.1
2,14,5,5.5,10.0
0,1,7,2.4,69.5
7,2,0,3.6,59.0
9,10,1,3.4,16.5
5,11,2,3.9,22.7
4,11,2,3.0,30.1
5,1,9,7.7,28.9
2,6,6,2.8,44.0
8,3,8,3.1,27.5
9,0,5,6.8,37.2
5,1,6,0.1,60.2
8,9,8,6.3,10.0
5,1,9,1.9,49.3
2,12,1,4.7,28.9
11,9,6,2.1,10.0
1,11,4,7.0,23.6
3,12,1,7.4,16.4
0,10,9,1.5,26.8
4,7,8,7.1,17.9
11,12,4,1.1,10.0
6,4,0,3.5,57.1
3,6,4,0.1,50.6
10,5,2,3.1,31.0
9,11,6,0.7,10.0
3,11,3,5.3,22.8
2,10,1,5.4,37.4
1,9,0,0.9,58.7
2,11,2,6.4,27.7
8,1,8,1.8,38.7
10,3,3,2.4,39.5
3,6,3,0.9,54.2
8,14,3,6.7,10.0
3,11,4,4.0,26.7
11,6,0,6.8,22.6
9,6,9,3.4,12.3
5,12,0,3.1,27.2
0,12,3,3.7,34.0
6,12,9,3.9,10.0
2,13,6,3.1,17.1
5,5,9,3.7,28.9
10,5,2,3.8,30.5
9,3,7,7.9,14.9
7,1,1,5.0,52.5
7,7,6,6.8,12.2
7,3,0,3.9,55.8
7,13,8,4.7,10.0
2,11,6,0.3,30.1
7,12,5,2.3,10.0
1,1,9,6.4,52.1
5,3,9,2.7,36.0
11,1,5,5.8,28.9
3,11,8,0.2,21.9
10,0,4,4.5,40.0
10,13,9,7.9,10.0
1,2,5,5.7,61.5
4,3,8,5.6,33.0
2,1,7,3.9,56.3
4,7,2,2.3,48.0
8,6,5,3.3,29.1
2,5,3,4.1,53.0
0,12,6,5.7,19.2
2,14,7,1.3,14.6
8,2,7,3.0,32.0
7,10,4,6.9,10.0
0,6,8,0.1,51.9
10,8,0,6.6,15.9
9,8,2,0.4,27.0
0,3,2,6.2,65.9
6,2,8,7.9,27.0
5,1,0,6.0,66.5
2,12,0,4.3,34.4
3,2,9,1.1,49.2
3,5,7,0.5,48.7
8,7,5,3.2,20.7
11,12,4,3.3,10.0
9,5,3,1.9,32.0
9,11,6,3.2,10.0
5,8,0,2.3,45.0
11,0,3,0.4,50.3
3,12,0,3.6,31.9
10,13,4,3.9,10.0
1,1,6,5.6,62.8
10,9,5,4.4,10.0
9,6,3,7.2,15.1
9,5,5,2.8,25.8
4,11,5,1.8,19.4
1,7,1,0.5,64.1
0,11,3,3.1,40.2
0,9,3,0.4,53.4
5,5,5,3.9,35.4
8,6,9,7.2,10.0
11,3,4,4.3,27.7
10,12,0,5.2,10.0
4,12,6,7.0,10.0
8,13,2,1.1,10.9
3,13,2,4.4,22.5
5,10,2,2.9,33.3
2,8,0,4.7,50.0
6,9,0,1.0,39.9
3,13,7,2.9,10.0
5,12,0,5.6,18.8
5,2,3,4.6,49.3
3,5,3,5.9,46.6
10,1,3,3.6,42.1
10,5,0,1.4,41.8
1,10,4,1.8,34.9
1,9,8,6.2,19.9
5,11,1,2.8,33.2
8,8,7,3.3,12.1
5,5,0,6.7,48.9
8,6,3,1.8,32.0
1,1,6,6.5,59.8
7,14,7,0.9,10.0
6,4,6,1.2,42.4
2,11,8,2.8,18.7
11,5,9,6.6,10.0
1,2,1,5.8,72.0
7,9,7,6.1,10.0
0,3,8,1.5,60.9
8,13,3,7.8,10.0
9,9,4,0.8,22.1
7,7,8,0.9,24.3
1,11,6,2.9,25.8
6,2,2,4.2,56.5
6,7,2,6.0,33.1
9,9,0,5.3,18.7
11,14,9,7.1,10.0
2,4,4,4.8,51.3
10,2,0,0.6,60.8
11,11,2,3.8,10.0
5,4,1,6.2,47.0
9,9,9,3.9,10.0
2,12,4,1.0,28.9
3,10,5,5.6,19.3
10,9,4,5.8,10.0
9,1,9,6.1,23.5
7,5,2,2.8,46.4
3,12,7,5.5,10.0
7,9,7,5.9,10.0
4,10,9,3.1,10.0
4,4,2,3.3,56.9
9,8,2,3.9,21.1
10,14,4,4.9,10.0
5,7,2,2.4,42.3
10,6,8,1.3,12.8
11,7,2,2.0,26.0
1,5,4,4.3,52.8
3,4,5,6.0,40.3
9,7,8,7.0,10.0
7,0,8,7.2,32.0
8,1,9,4.6,29.9
0,8,4,6.9,39.8
8,6,4,2.1,30.3
1,7,8,3.5,37.9
1,11,7,1.8,27.6
0,11,7,1.1,35.6
7,4,5,5.3,33.4
11,11,6,1.9,10.0
11,11,2,4.5,10.0
2,6,7,0.6,45.1
9,5,7,1.3,20.2
8,8,7,2.5,12.4
10,9,0,3.2,23.0
1,5,8,2.0,46.2
4,0,3,5.8,65.4
11,14,3,0.5,10.0
6,5,1,4.4,47.5
9,4,8,0.2,30.6
6,12,5,7.2,10.0
3,6,4,5.0,41.3
9,1,2,5.5,43.6
1,6,6,5.6,40.0
5,2,8,4.3,42.8
5,7,4,0.9,40.8
8,13,0,3.4,13.5
4,6,9,6.0,21.0
8,5,9,7.9,10.0
9,2,6,2.5,36.9
10,11,8,5.1,10.0
10,5,0,7.9,25.1
5,8,2,4.6,35.0
7,7,2,6.4,25.2
3,5,2,4.7,48.2
8,1,4,3.5,48.4
10,11,8,5.4,10.0
7,12,2,6.9,10.0
11,12,0,6.3,10.0
1,1,8,7.0,49.7
3,7,9,7.6,14.7
6,14,9,6.0,10.0
1,14,2,6.7,14.8
11,2,3,2.1,37.0
11,14,5,1.3,10.0
6,4,6,3.1,31.7
5,11,5,2.5,18.6
10,14,0,3.3,10.0
5,12,2,1.1,27.0
7,10,2,3.4,19.6
8,5,3,6.6,25.4
2,1,4,0.4,76.6
0,11,4,2.0,43.1
2,2,9,3.2,45.7
9,9,4,4.6,10.0
8,12,1,3.5,10.0
9,5,9,0.3,23.7
1,4,8,5.1,41.8
6,5,8,5.7,21.0
9,13,3,0.9,10.0
3,5,2,0.1,64.9
10,5,5,4.4,16.0
2,11,0,6.9,31.0
3,4,3,6.0,49.5
9,13,1,4.0,10.0
11,5,8,2.8,10.1
10,10,6,0.2,10.0
4,13,8,6.3,10.0
7,9,6,1.8,17.8
0,0,1,7.9,80.0
7,7,1,0.6,42.6
5,8,7,7.1,14.9
1,13,8,2.0,18.0
6,9,5,7.2,10.0
4,9,2,3.5,35.9
3,11,8,1.8,16.2
5,0,6,0.9,64.8
3,2,0,1.0,79.5
0,2,8,7.5,49.3
9,7,1,2.3,34.6
2,4,4,7.8,47.0
8,8,6,6.7,10.0
6,3,9,5.9,26.0
1,0,2,5.7,77.8
7,7,8,7.1,10.0
5,8,2,1.8,41.0
10,6,1,7.2,19.4
8,4,9,3.6,18.9
11,14,2,6.0,10.0
7,3,9,6.3,20.5
6,13,5,6.7,10.0
8,3,0,3.6,51.1
1,14,3,2.0,23.8
9,7,3,6.9,15.5
10,8,4,0.5,17.0
6,5,9,4.6,21.5
6,4,1,6.1,43.7
6,8,0,7.0,29.1
7,14,8,1.0,10.0
5,14,1,3.7,19.8
6,9,7,5.5,10.0
7,6,2,7.3,27.7
8,11,7,5.0,10.0
8,2,1,1.9,55.6
1,8,2,1.1,53.9
4,8,3,3.3,38.8
8,11,9,1.4,10.0
0,10,9,5.6,22.2
3,13,8,4.2,10.0
2,13,2,2.0,31.7
6,9,3,4.9,20.6
10,9,3,0.8,15.7
11,6,9,5.0,10.0
5,2,2,5.3,56.3
7,9,8,0.1,15.4
9,5,9,5.4,10.0
1,1,3,2.6,74.3
10,6,7,0.4,16.9
0,12,4,3.4,29.4
7,11,5,2.9,10.0
8,1,2,5.6,45.7
9,10,8,5.6,10.0
9,4,3,3.5,37.9
5,8,5,5.3,21.7
7,3,5,6.8,33.1
7,14,7,0.5,10.0
11,12,9,1.2,10.0
4,1,7,3.7,51.7
10,9,5,6.7,10.0
3,14,0,4.1,25.9
2,6,7,1.5,44.7
4,13,6,7.6,10.0
3,10,4,1.8,32.4
8,13,7,6.6,10.0
9,8,5,8.0,10.0
1,13,0,4.9,34.3
4,2,3,1.5,62.8
0,7,3,4.0,52.6
0,1,0,5.4,75.6
7,8,9,1.1,15.4
1,14,0,7.8,17.7
10,13,5,7.7,10.0
4,6,0,4.0,49.8
0,9,7,6.5,25.7
3,10,1,7.9,29.7
4,5,2,5.3,47.2
9,3,2,4.7,36.8
4,10,3,4.9,25.2
11,12,7,4.3,10.0
1,14,2,7.2,15.3
5,3,0,1.1,65.5
2,11,2,3.9,32.3
0,11,8,0.1,33.6
0,7,8,7.1,30.0
8,2,8,2.5,33.4
6,11,3,3.8,16.5
7,0,9,5.1,37.2
7,4,8,1.0,33.5
8,10,1,6.0,12.8
2,2,5,4.1,59.8
4,10,2,0.5,43.4
10,13,1,1.2,10.0
9,13,7,4.7,10.0
2,8,7,3.5,34.6
0,1,3,7.3,68.8
11,8,6,5.3,10.0
10,9,9,4.8,10.0
4,11,6,5.8,10.0
7,5,3,4.1,33.4
10,0,4,3.8,42.5
6,14,8,7.8,10.0
2,11,1,7.2,28.5
5,3,0,1.4,67.8
7,2,1,1.6,59.4
2,5,2,2.1,65.6
2,14,5,5.8,10.0
7,11,4,7.5,10.0
3,11,2,1.0,38.1
7,3,3,8.0,32.8
11,0,5,2.6,39.3
4,12,3,2.8,21.0
8,13,5,4.3,10.0
11,11,3,0.8,10.0
1,4,8,7.4,40.0
6,3,3,0.2,57.1
2,4,0,0.1,75.2
10,0,1,7.8,42.5
7,10,2,3.2,18.8
3,9,1,2.0,46.2
1,12,5,2.2,28.4
7,12,5,3.9,10.0
10,11,8,7.2,10.0
0,7,2,6.0,50.6
9,3,4,1.4,43.6
2,1,0,2.7,82.3
6,5,2,3.4,44.6
2,4,4,7.9,44.0
8,3,6,6.2,24.5
6,10,9,3.9,10.0
7,11,1,2.0,19.2
4,3,8,1.2,46.6
3,14,2,1.4,20.6
9,14,7,2.7,10.0
7,11,2,4.2,14.2
11,8,5,1.4,11.9
0,12,6,5.9,18.6
4,4,0,7.5,50.6
11,10,0,4.2,10.0
8,7,5,2.9,20.2
6,13,3,5.6,10.0
9,2,6,5.5,31.0
8,10,1,6.5,11.5
11,3,0,7.5,33.3
6,3,4,2.7,49.9
2,10,3,1.0,40.4
2,4,6,7.2,40.5
5,1,7,1.5,55.8
6,5,0,2.8,54.5
7,5,7,3.4,25.8
1,12,8,6.9,10.0
1,11,6,4.7,23.9
8,5,5,4.8,23.7
1,10,8,6.2,17.2
7,8,0,8.0,21.5
4,7,0,7.7,37.5
9,2,0,1.0,61.0
9,5,0,7.9,32.5
0,7,4,5.8,43.9
2,3,6,5.1,48.0
6,5,6,3.2,31.9
2,13,7,7.9,10.0
0,9,6,2.5,36.8
1,2,3,7.6,59.5
7,4,1,2.8,47.3
9,5,5,1.1,29.3
0,3,0,5.0,76.2
9,0,4,7.0,38.8
11,3,6,7.6,12.9
1,7,6,6.6,30.1
1,10,6,3.2,29.8
0,13,2,6.2,25.4
2,8,2,0.2,54.5
1,12,1,1.5,44.3
7,2,7,4.6,36.8
3,11,9,2.3,12.9
6,4,1,5.4,50.1
7,13,8,5.5,10.0
3,5,8,4.9,32.7
11,1,4,5.6,31.8
11,1,5,2.5,35.5
4,9,1,1.7,41.2
10,5,6,0.1,29.2
4,4,6,5.3,38.6
8,9,9,4.7,10.0
6,13,4,2.7,10.0
6,0,5,2.8,58.3
6,7,1,1.7,42.8
1,12,3,2.8,35.6
1,6,6,2.4,50.1
4,0,5,7.8,52.3
6,10,6,4.0,10.0
2,6,8,4.7,34.5
2,14,8,0.2,14.2
2,7,1,6.6,46.3
4,9,2,6.0,26.1
8,11,2,4.1,10.0
9,0,2,6.2,46.6
4,1,7,1.3,62.8
6,1,1,3.6,61.3
10,2,9,1.9,27.3
4,8,8,4.7,17.3
3,13,2,5.0,21.9
2,14,2,7.9,13.6
0,3,1,0.2,84.7
9,0,8,2.9,36.5
0,5,4,7.6,54.0
2,7,7,7.8,26.5
8,11,2,4.6,10.0
4,5,6,4.5,38.3
0,0,4,3.4,81.7
3,12,5,1.7,23.1
10,7,1,0.6,29.3
6,9,2,3.1,27.6
7,13,4,2.8,10.0
8,7,8,4.4,10.0
7,10,4,2.8,15.2
6,13,6,3.4,10.0
3,12,4,4.8,18.7
9,6,1,5.6,29.0
5,13,2,0.1,24.7
3,7,6,1.7,37.4
11,8,5,1.5,10.0
10,5,4,3.3,25.4
2,4,4,0.6,64.9
10,2,9,7.2,10.3
1,11,9,3.4,17.6
4,4,2,6.7,45.3
9,5,3,7.4,21.0
8,13,1,1.6,11.8
0,8,4,4.0,47.4
2,0,8,7.8,46.6
9,14,1,6.6,10.0
9,9,4,0.3,18.3
2,4,0,7.7,59.5
6,3,3,0.2,54.8
8,0,4,0.3,61.8
10,1,6,5.2,26.5
10,12,1,5.1,10.0
4,2,5,6.6,44.7
10,12,3,2.4,10.0
2,1,8,3.9,53.9
1,8,5,6.8,33.6
4,10,6,6.0,13.8
3,13,4,3.4,16.0
2,8,6,6.8,23.3
5,11,7,3.9,10.0
3,9,1,4.2,43.3
10,4,7,4.7,14.8
5,11,1,3.0,29.1
1,11,7,2.3,24.3
5,10,9,5.4,10.0
10,2,1,1.3,49.0
2,13,3,4.0,20.6
2,7,6,2.5,40.8
3,11,8,3.0,16.1
3,13,6,3.7,10.0
2,0,7,1.6,67.5
9,9,2,3.9,16.9
0,3,1,5.9,69.9
0,12,3,1.9,40.7
7,14,4,6.8,10.0
11,1,1,3.5,46.4
1,5,5,6.0,46.5
4,14,1,5.4,12.9
6,9,6,3.3,20.3
10,14,6,6.5,10.0
2,12,4,0.2,35.7
10,10,7,2.1,10.0
7,7,1,0.1,44.7
1,6,7,6.3,39.0
6,12,8,1.1,10.0
3,14,4,3.3,13.1
3,14,4,4.9,11.6
3,6,3,7.8,38.4
8,14,3,8.0,10.0
3,10,9,7.0,10.0
3,2,4,4.3,62.0
5,9,4,1.1,31.6
10,10,4,2.9,10.0
3,1,3,6.9,57.4
4,8,3,7.7,24.6
3,4,6,5.3,41.4
1,4,3,6.4,55.3
10,10,4,6.4,10.0
4,7,7,7.7,15.9
9,2,5,6.5,29.6
1,8,0,2.9,58.7
4,5,3,3.8,47.8
4,8,7,2.0,28.9
9,14,5,1.2,10.0
4,7,6,2.8,36.9
9,5,3,5.4,23.9
8,9,2,4.8,17.7
10,5,3,6.0,18.7
0,11,2,7.2,34.1
9,5,0,0.4,46.5
4,6,1,2.0,54.4
7,0,3,6.2,50.7
11,8,5,7.4,10.0
2,4,5,7.5,41.6
4,12,8,1.5,11.3
4,0,2,0.8,79.0
9,8,0,7.5,17.2
1,4,5,0.5,70.4
7,0,0,5.3,60.7
2,0,8,3.2,60.4
1,3,7,2.2,57.5
10,13,0,2.2,10.0
6,0,0,2.9,75.2
3,10,7,2.9,21.7
11,10,1,6.5,10.0
5,11,1,4.3,24.5
7,8,0,7.5,20.4
7,3,2,5.1,45.7
11,8,5,3.3,10.0
8,0,3,4.3,55.3
3,0,5,7.5,57.8
2,10,1,6.7,30.4
9,7,4,7.4,10.8
3,2,9,5.7,40.1
11,9,1,5.1,10.0
2,11,2,2.0,35.2
0,13,1,2.8,38.1
11,4,6,0.5,27.6
2,3,5,4.6,55.9
2,7,2,5.1,45.9
9,11,5,6.0,10.0
10,7,2,6.8,15.2
10,2,6,2.4,34.6
5,14,3,1.4,12.5
3,8,6,0.9,35.1
2,5,9,4.3,32.1
7,3,3,2.1,48.9
8,3,8,1.6,31.2
3,7,4,4.5,37.6
4,3,9,4.8,39.2
11,1,7,1.1,31.3
4,2,7,4.2,44.9
5,14,6,0.8,10.0
8,14,9,6.3,10.0
7,10,3,4.7,14.5
4,9,8,4.8,10.0
10,9,4,5.7,10.0
9,6,0,1.7,41.1
6,1,3,1.5,62.2
1,13,9,2.5,10.0
5,1,3,4.6,57.2
0,13,4,6.6,20.9
9,10,4,7.9,10.0
0,1,3,6.6,70.2
0,10,7,3.9,29.9
1,8,5,4.6,33.8
4,11,2,2.3,29.9
1,4,8,1.8,53.4
5,10,9,1.1,10.0
0,10,3,4.1,42.5
11,13,0,1.4,10.0
8,4,3,0.4,47.2
7,0,9,1.4,46.3
8,0,6,3.1,45.6
11,11,3,1.8,10.0
10,1,8,1.8,31.3
10,7,5,2.0,18.7
7,11,2,7.1,10.0
5,14,0,0.7,23.9
9,13,7,2.6,10.0
2,4,2,3.2,61.6
6,5,8,2.2,27.1
6,5,5,3.0,36.1
11,6,8,5.0,10.0
6,9,3,1.1,27.4
6,1,3,2.9,63.9
2,5,0,1.1,69.1
7,14,3,5.8,10.0
9,4,3,6.9,24.0
10,6,0,4.4,30.5
5,2,3,0.5,63.5
0,3,1,3.6,79.3
0,12,1,3.4,39.0
0,12,2,6.4,32.5
8,3,0,0.5,59.5
8,12,8,7.8,10.0
7,10,4,1.7,17.8
7,11,0,6.6,15.7
4,4,1,6.3,54.1
4,1,3,6.1,58.0
4,11,9,1.0,13.5
11,12,0,0.7,12.9
5,2,3,3.6,58.1
3,1,2,5.9,65.5
4,7,0,5.4,44.9
7,10,5,6.2,10.0
2,12,8,0.9,20.9
1,1,8,3.4,57.7
7,3,5,3.7,36.8
8,1,5,1.9,52.7
5,7,8,4.6,20.6
5,14,7,0.3,10.0
2,13,3,6.2,16.2
4,14,7,1.7,10.0
9,13,9,5.9,10.0
4,7,0,0.6,55.7
6,2,9,4.0,37.0
5,5,1,1.8,55.2
5,7,9,3.1,21.5
3,14,6,7.1,10.0
5,0,8,3.6,51.2
2,7,6,2.2,42.3
8,4,9,2.4,23.7
6,5,6,5.1,25.0
10,0,1,5.9,43.0
11,12,5,0.3,10.0
4,14,9,4.0,10.0
3,8,7,3.4,26.8
6,9,0,3.1,35.8
5,1,6,3.3,54.5
3,3,2,5.7,54.4
2,9,5,8.0,22.3
8,5,4,7.8,18.6
1,9,2,5.7,38.3
4,5,7,1.9,38.8
7,8,7,0.1,23.0
0,4,2,6.2,63.1
3,6,0,3.8,55.7
2,1,6,2.2,62.5
7,1,8,3.4,37.0
0,2,0,6.0,77.6
4,0,2,0.4,79.2
5,1,3,4.1,55.7
10,6,5,3.0,20.9
7,13,9,1.7,10.0
1,5,7,7.2,39.3
0,7,5,5.8,38.3
9,5,9,6.0,10.0
6,1,2,5.5,57.2
11,3,2,2.5,36.7
6,10,1,0.2,35.1
8,4,8,4.8,17.7
8,8,8,2.6,10.0
3,4,1,2.2,65.8
7,1,9,5.4,30.2
5,6,7,2.8,30.0
10,11,6,7.8,10.0
9,2,5,7.2,26.3
3,0,4,0.4,76.3
7,10,2,0.8,26.8
8,10,4,4.4,10.2
8,2,6,0.2,43.0
7,12,3,3.6,11.7
3,2,4,3.2,63.1
5,5,9,5.2,18.4
8,9,4,3.5,16.0
3,14,1,1.2,27.3
8,13,1,1.4,13.8
4,9,0,3.1,44.7
8,5,0,2.0,49.7
0,9,1,6.7,45.1
4,5,6,8.0,28.7
0,14,4,6.3,17.9
0,11,4,2.6,36.5
4,11,0,3.7,30.9
10,10,7,3.6,10.0
9,13,0,7.4,10.0
0,8,9,4.8,26.9
8,11,4,5.7,10.0
9,12,7,2.5,10.0
8,6,1,0.4,45.4
0,9,5,1.8,46.2
6,7,3,1.2,37.4
9,2,5,3.6,36.5
5,12,1,4.5,19.9
1,4,6,1.5,54.2
5,0,0,3.2,76.4
0,13,1,4.2,33.8
7,13,5,2.3,10.0
4,14,4,3.3,10.0
6,9,5,0.1,31.9
9,6,0,3.2,37.4
9,1,0,5.1,50.7
1,3,5,3.8,59.9
6,3,2,4.5,49.4
8,12,6,6.2,10.0
5,4,3,8.0,36.3
3,4,9,3.3,35.7
1,9,6,1.4,35.7
9,4,4,7.8,20.7
8,13,6,2.3,10.0
0,14,9,2.1,11.2
5,9,2,7.0,24.7
10,11,7,7.1,10.0
4,8,6,2.7,31.0
10,3,4,5.2,27.2
3,9,2,5.5,35.1
7,9,9,4.2,10.0
8,11,9,4.8,10.0
11,7,4,2.9,14.7
8,7,0,5.7,26.7
3,11,7,7.1,10.0
11,1,5,6.9,24.0
11,10,3,6.5,10.0
3,11,3,1.2,34.5
5,12,9,6.1,10.0
0,5,0,1.3,75.5
9,6,0,6.4,30.3
1,11,7,2.6,26.3
10,8,5,1.1,15.5
7,7,3,5.8,29.7
4,9,2,3.7,36.2
9,0,0,4.4,55.8
8,0,8,6.9,30.5
4,2,9,2.9,42.5
10,11,2,2.2,10.0
10,12,6,3.2,10.0
7,13,3,5.1,10.0
5,11,7,1.8,12.8
0,9,7,6.4,27.6
7,3,4,7.1,35.1
6,10,9,7.3,10.0
0,12,2,4.9,31.5
8,9,4,7.5,10.0
1,9,1,1.1,53.8
4,8,9,4.5,14.4
0,1,5,3.6,69.9
7,2,6,7.8,32.5
11,8,5,0.7,13.2
11,11,8,3.2,10.0
2,6,4,1.3,48.4
11,12,7,2.8,10.0
2,12,8,7.0,10.0
9,9,9,1.8,10.0
1,6,5,4.0,49.1
5,4,4,1.6,53.8
5,3,3,7.8,40.0
11,6,2,0.6,30.8
4,5,6,6.8,33.9
0,12,9,7.5,10.0
0,7,1,6.2,47.5
4,14,2,3.0,15.7
10,8,9,3.2,10.0
2,9,2,0.2,49.1
7,2,9,1.6,38.0
10,4,1,7.4,28.3
8,4,1,5.8,37.5
6,1,4,4.4,55.2
7,13,7,7.9,10.0
3,0,1,6.1,71.6
6,13,5,4.9,10.0
1,1,5,4.1,68.3
1,10,9,3.7,17.1
0,5,1,6.8,62.0
6,5,0,3.9,50.2
8,6,4,3.5,26.6
0,1,2,1.8,82.4
4,5,2,5.1,49.7
4,1,4,0.2,68.4
4,4,8,2.0,41.4
2,2,5,4.2,55.0
1,11,2,2.5,39.0
3,0,7,4.1,58.7
10,6,7,1.9,17.9
9,1,9,6.9,20.3
1,5,1,0.9,71.5
10,7,1,1.8,34.5
6,11,7,3.7,10.0
11,4,2,3.5,27.8
2,6,1,5.4,51.4
1,10,4,5.7,30.5
2,10,9,5.3,13.0
0,12,9,5.1,13.2
9,12,3,3.6,10.0
6,8,9,3.6,10.3
10,11,2,0.7,14.1
4,1,2,0.0,75.6
6,4,6,6.8,26.5
2,14,7,0.1,19.0
10,14,9,7.3,10.0
1,10,2,1.7,47.8
0,4,4,4.5,61.6
5,12,1,7.4,14.6
10,13,8,3.1,10.0
0,2,8,6.4,53.6
5,10,3,4.6,23.4
2,10,4,3.4,31.1
2,12,1,1.3,39.9
5,9,4,1.4,29.3
8,5,1,2.5,40.5
9,13,6,7.2,10.0
4,2,2,1.5,71.2
8,8,2,6.3,19.9
4,5,2,0.9,56.5
2,6,6,6.5,31.5
5,0,9,0.6,57.8
6,9,4,1.8,24.9
7,6,3,1.8,39.7
7,9,4,6.6,14.5
5,13,6,4.7,10.0
4,4,2,5.1,54.0
10,5,2,6.6,25.4
9,8,6,6.1,10.0
3,1,0,0.1,88.5
10,13,1,2.5,10.0
10,3,7,2.3,26.4
3,8,5,6.4,28.0
11,4,8,0.1,20.7
9,6,4,0.1,31.2
7,5,6,1.6,35.5
6,9,9,1.9,10.0
3,14,7,1.3,12.3
5,12,7,0.7,12.4
6,3,7,5.3,33.1
5,2,0,1.3,71.3
11,7,0,5.1,19.3
9,3,8,3.7,21.9
7,7,4,6.9,18.4
9,8,7,2.2,10.0
2,10,0,7.9,36.1
9,8,8,4.4,10.0
10,1,3,7.7,30.9
8,9,9,5.2,10.0
1,4,6,1.9,58.3
4,8,1,2.4,45.2
11,6,5,1.3,18.9
6,2,8,3.4,38.1
8,13,9,2.6,10.0
3,10,2,2.0,37.0
3,2,7,1.6,57.0
1,14,4,6.7,11.3
10,1,8,6.7,21.0
5,11,6,4.3,13.1
0,14,8,4.9,10.0
5,9,0,3.4,34.9
3,7,3,5.0,39.5
10,14,1,6.3,10.0
5,13,4,3.9,10.0
11,10,1,6.3,10.0
6,4,2,7.1,40.6
6,2,4,7.9,40.8
8,7,4,7.7,17.1
0,2,9,2.0,58.8
11,11,3,4.9,10.0
2,4,5,2.9,53.9
3,14,8,5.6,10.0
10,4,8,1.6,24.7
6,11,7,2.2,10.0
3,8,5,7.8,22.5
10,7,7,4.9,10.0
7,7,0,1.6,43.8
1,3,4,3.1,63.3
7,10,8,2.9,10.0
6,7,7,1.9,24.1
1,9,5,0.5,41.7
6,10,9,7.8,10.0
8,4,7,3.0,26.2
9,7,3,4.4,21.3
10,3,8,3.2,22.9
2,12,1,5.7,26.8
1,4,7,6.0,43.7
6,2,7,7.2,33.0
8,12,1,2.6,12.6
8,0,5,7.8,37.9
5,10,8,6.4,10.0
9,13,1,1.5,10.0
4,6,4,4.0,42.7
4,6,2,2.7,55.5
7,1,0,4.1,61.7
3,7,6,2.5,36.0
1,10,4,1.9,40.5
4,4,3,5.9,45.9
6,9,9,4.1,10.0
7,10,3,4.4,16.1
7,4,9,3.4,27.4
10,8,5,7.3,10.0
